"","SimUID","Field2","Field3","Field4","Field5","Field6","OID_1","Field1_1","concatenat","x","y","SG2020_mean","GCAM_mean","HWSD_mean","FAO_mean","SG2017_mean","minSC_mean","maxSC_mean","mean_mean","rangeSC_mean"
"5692",124484,"USA","CR117087","Alti2_300","Slp5_15","Soil3_Heavy",69037,"LU03811","USACR117087Slp5_15",-121.736135558,46.5971672656,56.0908432006836,81.9890441894531,76.0820999145508,52.831127166748,162.738418579102,52.831127166748,162.738418579102,85.9463066101074,109.907291412354
"5693",124485,"USA","CR117088","Alti2_300","Slp5_15","Soil3_Heavy",69038,"LU03811","USACR117088Slp5_15",-121.916689614,46.4582785433,60.5118713378906,85.2748336791992,76.0820999145508,57.4822654724121,162.656829833984,57.4822654724121,162.656829833984,88.4015800476074,105.174564361572
"5694",124486,"USA","CR117089","Alti2_300","Slp5_15","Soil3_Heavy",74871,"LU03991","USACR117089Slp5_15",-121.958356614,45.8749455427,61.1442031860352,85.6482162475586,76.3795776367188,30.2334690093994,151.302185058594,30.2334690093994,151.302185058594,80.9415302276611,121.068716049194
"5695",124487,"USA","CR118101","Alti2_300","Slp5_15","Soil3_Heavy",92654,"LU04531","USACR118101Slp5_15",-121.416690363,39.5832815369,38.161247253418,67.2670288085938,37.6019744873047,53.4354057312012,95.3183975219727,37.6019744873047,95.3183975219727,58.356810760498,57.716423034668
"5696",124488,"USA","CR118102","Alti2_300","Slp5_15","Soil3_Heavy",92655,"LU04531","USACR118102Slp5_15",-121.208356613,39.2916150366,45.2482376098633,61.6863632202148,30.979528427124,30.0986213684082,85.330680847168,30.0986213684082,85.330680847168,50.6686862945557,55.2320594787598
"5697",124489,"USA","CR118103","Alti2_300","Slp5_15","Soil3_Heavy",92656,"LU04531","USACR118103Slp5_15",-121.041690113,38.8749485362,37.114387512207,54.834831237793,28.5361995697021,32.6201362609863,77.8279724121094,28.5361995697021,77.8279724121094,46.1867053985596,49.2917728424072
"5698",124490,"USA","CR118105","Alti2_300","Slp5_15","Soil3_Heavy",97576,"LU04711","USACR118105Slp5_15",-121.416690113,37.541615535,35.3378143310547,46.2697334289551,28.5361995697021,23.8927917480469,55.4225845336914,23.8927917480469,55.4225845336914,37.89182472229,31.5297927856445
"5699",124491,"USA","CR118106","Alti2_300","Slp5_15","Soil3_Heavy",97577,"LU04711","USACR118106Slp5_15",-121.328148285,37.203074269,38.8280067443848,52.820613861084,32.786994934082,25.2999877929688,64.859245300293,25.2999877929688,64.859245300293,42.9189697265625,39.5592575073242
"5700",124492,"USA","CR118107","Alti2_300","Slp5_15","Soil3_Heavy",97578,"LU04711","USACR118107Slp5_15",-121.291690363,36.7291156592,40.0807189941406,54.5744094848633,38.4489860534668,45.506519317627,68.1683502197266,38.4489860534668,68.1683502197266,49.3557968139648,29.7193641662598
"5701",124493,"USA","CR118108","Alti2_300","Slp5_15","Soil3_Heavy",97579,"LU04711","USACR118108Slp5_15",-121.160737378,36.3154251869,38.6124382019043,46.6150321960449,32.6136360168457,48.6166381835938,64.0531692504883,32.6136360168457,64.0531692504883,46.1021827697754,31.4395332336426
"5702",124494,"USA","CR118109","Alti2_300","Slp5_15","Soil3_Heavy",102867,"LU04891","USACR118109Slp5_15",-121.041690113,35.9582830335,37.3156509399414,49.0694046020508,28.5381278991699,49.1134719848633,56.9627723693848,28.5381278991699,56.9627723693848,44.199885559082,28.4246444702148
"5703",124495,"USA","CR119103","Alti2_300","Slp5_15","Soil3_Heavy",92657,"LU04531","USACR119103Slp5_15",-120.875023613,38.7291153486,42.0815467834473,61.8030586242676,29.304801940918,36.7998046875,81.5620269775391,29.304801940918,81.5620269775391,50.3102478027344,52.2572250366211
"5704",124496,"USA","CR119104","Alti2_300","Slp5_15","Soil3_Heavy",92658,"LU04531","USACR119104Slp5_15",-120.666690612,38.1943933411,43.2278213500977,56.8988456726074,28.9855537414551,28.145866394043,75.7978591918945,28.145866394043,75.7978591918945,46.6111892700195,47.6519927978516
"5705",124497,"USA","CR119107","Alti2_300","Slp5_15","Soil3_Heavy",97580,"LU04711","USACR119107Slp5_15",-120.736134612,36.6249487008,23.4536819458008,40.6729621887207,35.7467994689941,22.2653350830078,33.141658782959,22.2653350830078,40.6729621887207,31.0560874938965,18.4076271057129
"5706",124498,"USA","CR119108","Alti2_300","Slp5_15","Soil3_Heavy",97581,"LU04711","USACR119108Slp5_15",-120.833356613,36.2082835337,36.9705390930176,41.8997077941895,35.6906433105469,52.4438972473145,54.971321105957,35.6906433105469,54.971321105957,44.3952217102051,19.2806777954102
"5707",124499,"USA","CR119109","Alti2_300","Slp5_15","Soil3_Heavy",102868,"LU04891","USACR119109Slp5_15",-120.808356353,35.8582839934,37.4268112182617,49.5330657958984,31.512903213501,53.8694076538086,61.6276054382324,31.512903213501,61.6276054382324,46.7939586639404,30.1147022247314
"5708",124500,"USA","CR119110","Alti2_300","Slp5_15","Soil3_Heavy",102869,"LU04891","USACR119110Slp5_15",-120.625024446,35.3749503663,43.623893737793,57.9729652404785,30.2201328277588,34.7182312011719,75.8493881225586,30.2201328277588,75.8493881225586,48.4769222259522,45.6292552947998
"5709",124501,"USA","CR120104","Alti2_300","Slp5_15","Soil3_Heavy",92659,"LU04531","USACR120104Slp5_15",-120.458357112,38.0416155354,34.9493560791016,59.6188850402832,28.5361995697021,28.0191135406494,79.589469909668,28.0191135406494,79.589469909668,46.1426048278809,51.5703563690186
"5710",124502,"USA","CR120105","Alti2_300","Slp5_15","Soil3_Heavy",97582,"LU04711","USACR120105Slp5_15",-120.270856612,37.7499482852,36.0574913024902,56.1586265563965,28.8268699645996,19.7890758514404,71.3939056396484,19.7890758514404,71.3939056396484,42.445193862915,51.604829788208
"5711",124503,"USA","CR120106","Alti2_300","Slp5_15","Soil3_Heavy",97583,"LU04711","USACR120106Slp5_15",-120.041690612,37.3749490348,35.5734786987305,44.6699142456055,28.5361995697021,17.1473617553711,62.285514831543,17.1473617553711,62.285514831543,37.6424938201904,45.1381530761719
"5712",124504,"USA","CR120108","Alti2_300","Slp5_15","Soil3_Heavy",97584,"LU04711","USACR120108Slp5_15",-120.437523925,36.1874499712,27.5312976837158,41.8577842712402,37.1020660400391,19.3899059295654,40.521900177002,19.3899059295654,41.8577842712402,33.2805908203125,22.4678783416748
"5713",124505,"USA","CR120109","Alti2_300","Slp5_15","Soil3_Heavy",102870,"LU04891","USACR120109Slp5_15",-120.18057939,35.8471723112,29.5896892547607,44.0595550537109,34.7027015686035,17.0816555023193,41.5648994445801,17.0816555023193,44.0595550537109,33.3997001647949,26.9778995513916
"5714",124506,"USA","CR120110","Alti2_300","Slp5_15","Soil3_Heavy",102871,"LU04891","USACR120110Slp5_15",-120.302106784,35.2082829703,38.9734497070312,59.9742317199707,29.1345272064209,24.8262729644775,71.782600402832,24.8262729644775,71.782600402832,44.9382164001465,46.9563274383545
"5715",124507,"USA","CR120111","Alti2_300","Slp5_15","Soil3_Heavy",102872,"LU04891","USACR120111Slp5_15",-120.152801779,34.8471725325,38.7151489257812,52.8751640319824,32.3720054626465,51.044979095459,74.5247039794922,32.3720054626465,74.5247039794922,49.9064002990723,42.1526985168457
"5716",124508,"USA","CR121106","Alti2_300","Slp5_15","Soil3_Heavy",97627,"LU04712","USACR121106Slp5_15",-119.541690611,37.1249490346,32.9187202453613,55.7692451477051,28.5361995697021,31.530782699585,64.9238662719727,28.5361995697021,64.9238662719727,42.7357627868652,36.3876667022705
"5717",124509,"USA","CR121110","Alti2_300","Slp5_15","Soil3_Heavy",102934,"LU04892","USACR121110Slp5_15",-119.791690612,35.3749495329,27.5485439300537,38.5339431762695,34.7027015686035,18.9474563598633,38.8171463012695,18.9474563598633,38.8171463012695,31.7099582672119,19.8696899414062
"5718",124510,"USA","CR122107","Alti2_300","Slp5_15","Soil3_Heavy",97628,"LU04712","USACR122107Slp5_15",-119.238660231,36.7310096582,30.9955596923828,51.3192672729492,30.8256969451904,32.6633605957031,56.3299026489258,30.8256969451904,56.3299026489258,40.4267574310303,25.5042057037354
"5719",124511,"USA","CR122108","Alti2_300","Slp5_15","Soil3_Heavy",97629,"LU04712","USACR122108Slp5_15",-119.041691111,36.458282534,31.3282794952393,50.9155158996582,32.6343994140625,46.5456657409668,50.2167015075684,31.3282794952393,50.9155158996582,42.328112411499,19.5872364044189
"5720",124512,"USA","CR122112","Alti2_300","Slp5_15","Soil3_Heavy",102935,"LU04892","USACR122112Slp5_15",-119.291691361,34.374950532,36.9278831481934,55.7627754211426,39.0831069946289,44.3234710693359,78.599739074707,36.9278831481934,78.599739074707,50.9393951416016,41.6718559265137
"5721",124513,"USA","CR123108","Alti2_300","Slp5_15","Soil3_Heavy",97630,"LU04712","USACR123108Slp5_15",-118.902802083,36.2499492838,31.361421585083,50.5432739257812,31.3479290008545,41.387866973877,53.012523651123,31.3479290008545,53.012523651123,41.5306030273438,21.6645946502686
"5722",124514,"USA","CR123109","Alti2_300","Slp5_15","Soil3_Heavy",102936,"LU04892","USACR123109Slp5_15",-118.875024611,35.7499510333,27.1173877716064,40.0681953430176,33.7384338378906,24.211332321167,40.1630630493164,24.211332321167,40.1630630493164,33.0596824645996,15.9517307281494
"5723",124515,"USA","CR123110","Alti2_300","Slp5_15","Soil3_Heavy",102937,"LU04892","USACR123110Slp5_15",-118.750024861,35.2499522828,28.1285839080811,46.2703552246094,30.104606628418,22.2856903076172,38.1231422424316,22.2856903076172,46.2703552246094,32.9824756622314,23.9846649169922
"5724",124516,"USA","CR123111","Alti2_300","Slp5_15","Soil3_Heavy",102938,"LU04892","USACR123111Slp5_15",-118.791691111,34.9582835326,29.6139907836914,51.7756118774414,28.5361995697021,27.1713104248047,47.1310768127441,27.1713104248047,51.7756118774414,36.8456378936768,24.6043014526367
"5725",124517,"USA","CR123112","Alti2_300","Slp5_15","Soil3_Heavy",102939,"LU04892","USACR123112Slp5_15",-118.761387912,34.1476774987,31.3645877838135,52.6029472351074,39.5736312866211,39.4525108337402,69.4606628417969,31.3645877838135,69.4606628417969,46.4908679962158,38.0960750579834
"5726",124518,"USA","CR125113","Alti2_300","Slp5_15","Soil3_Heavy",107297,"LU05073","USACR125113Slp5_15",-117.541691609,33.7082842814,29.3361759185791,55.8779258728027,28.9044361114502,24.3414306640625,62.1098442077637,24.3414306640625,62.1098442077637,40.1139625549316,37.7684135437012
"5727",124519,"USA","CR125088","Alti2_300","Slp5_15","Soil3_Heavy",69227,"LU03813","USACR125088Slp5_15",-117.79169161,46.4582785433,41.8772163391113,64.6990509033203,67.5379028320312,43.0099411010742,59.3501014709473,41.8772163391113,67.5379028320312,55.2948425292969,25.6606864929199
"5728",124520,"USA","CR126113","Alti2_300","Slp5_15","Soil3_Heavy",107298,"LU05073","USACR126113Slp5_15",-117.458358609,33.5416175312,37.7249946594238,66.5698776245117,28.536808013916,22.2061004638672,81.3318328857422,22.2061004638672,81.3318328857422,47.2739227294922,59.125732421875
"5729",124521,"USA","CR126114","Alti2_300","Slp5_15","Soil3_Heavy",107299,"LU05073","USACR126114Slp5_15",-117.458358609,33.4582840312,34.7038040161133,51.8913993835449,31.5279121398926,13.2697343826294,64.50048828125,13.2697343826294,64.50048828125,39.178667640686,51.2307538986206
"5730",124522,"USA","CR126087","Alti2_300","Slp5_15","Soil3_Heavy",69228,"LU03813","USACR126087Slp5_15",-117.416691609,46.6666117935,34.0513648986816,64.7103576660156,67.5379104614258,43.3193740844727,67.9463119506836,34.0513648986816,67.9463119506836,55.5130638122559,33.894947052002
"5731",124523,"USA","CR127114","Alti2_300","Slp5_15","Soil3_Heavy",107300,"LU05073","USACR127114Slp5_15",-116.958358609,33.249952031,29.2203483581543,45.7728309631348,30.4600315093994,18.6679286956787,53.8018417358398,18.6679286956787,53.8018417358398,35.5845962524414,35.1339130401611
"5732",124524,"Mexico","CR127115","Alti2_300","Slp5_15","Soil3_Heavy",107301,"LU05073","MexicoCR127115Slp5_15",-116.708358609,32.5416175303,25.9478130340576,37.3430328369141,32.4120674133301,11.1269989013672,47.2683792114258,11.1269989013672,47.2683792114258,30.8196582794189,36.1413803100586
"5733",124525,"USA","CR127115","Alti2_300","Slp5_15","Soil3_Heavy",107302,"LU05073","USACR127115Slp5_15",-116.827406241,32.7916176734,30.048246383667,40.8090629577637,32.5450325012207,17.462797164917,54.724193572998,17.462797164917,54.724193572998,35.1178665161133,37.2613964080811
"5734",124527,"USA","CR127087","Alti2_300","Slp5_15","Soil3_Heavy",69229,"LU03813","USACR127087Slp5_15",-116.708358609,46.5416120433,42.4999732971191,67.3703002929688,67.5379028320312,54.7348518371582,78.5162887573242,42.4999732971191,78.5162887573242,62.1318634033203,36.0163154602051
"5735",124528,"USA","CR127088","Alti2_300","Slp5_15","Soil3_Heavy",69230,"LU03813","USACR127088Slp5_15",-116.791691609,46.4166120432,40.1983833312988,67.0821380615234,62.6744422912598,52.8937797546387,70.6976623535156,40.1983833312988,70.6976623535156,58.7092811584473,30.4992790222168
"5736",124530,"USA","CR128088","Alti2_300","Slp5_15","Soil3_Heavy",69231,"LU03813","USACR128088Slp5_15",-116.041692108,46.208278543,48.2492599487305,65.654052734375,47.4216003417969,75.3579635620117,89.3498229980469,47.4216003417969,89.3498229980469,65.2065399169922,41.92822265625
"5737",124531,"USA","CR129088","Alti2_300","Slp5_15","Soil3_Heavy",69331,"LU03814","USACR129088Slp5_15",-115.958358608,46.124945543,45.8457717895508,66.7046661376953,47.4215965270996,76.2423248291016,85.5505676269531,45.8457717895508,85.5505676269531,64.3529853820801,39.7047958374023
"5738",124599,"USA","CR173107","Alti2_300","Slp5_15","Soil3_Heavy",98452,"LU04725","USACR173107Slp5_15",-93.8750345874,36.541616034,40.2327156066895,67.2460784912109,31.5660991668701,18.8002853393555,68.2825775146484,18.8002853393555,68.2825775146484,45.2255512237549,49.482292175293
"5739",124606,"USA","CR177093","Alti2_300","Slp5_15","Soil3_Heavy",81579,"LU04186","USACR177093Slp5_15",-91.7083685854,43.7082795407,46.3860702514648,47.5072822570801,45.9051399230957,40.3996658325195,85.2105484008789,40.3996658325195,85.2105484008789,53.0817413330078,44.8108825683594
"5740",124673,"USA","CR199105","Alti2_300","Slp5_15","Soil3_Heavy",98794,"LU04731","USACR199105Slp5_15",-80.6250395751,37.7082825351,44.82958984375,58.7861404418945,38.2545585632324,45.7525405883789,99.4722061157227,38.2545585632324,99.4722061157227,57.4190071105957,61.2176475524902
"5741",124704,"USA","CR203103","Alti2_300","Slp5_15","Soil3_Heavy",93833,"LU04552","USACR203103Slp5_15",-78.79170724,38.624948536,44.6423110961914,63.169246673584,40.0603790283203,28.9339179992676,106.600494384766,28.9339179992676,106.600494384766,56.6812698364258,77.666576385498
"5742",124705,"USA","CR203104","Alti2_300","Slp5_15","Soil3_Heavy",93834,"LU04552","USACR203104Slp5_15",-78.7500405733,38.3332812857,44.1120452880859,63.8231010437012,39.9660377502441,25.329158782959,108.400779724121,25.329158782959,108.400779724121,56.3262245178223,83.0716209411621
"5743",124710,"USA","CR204100","Alti2_300","Slp5_15","Soil3_Heavy",87810,"LU04372","USACR204100Slp5_15",-78.375040573,40.3749475376,41.998176574707,59.0461311340332,39.4045028686523,27.7556571960449,124.3564453125,27.7556571960449,124.3564453125,58.5121826171875,96.6007881164551
"5744",124718,"USA","CR204099","Alti2_300","Slp5_15","Soil3_Heavy",87811,"LU04372","USACR204099Slp5_15",-78.1805965173,40.5693920933,41.3643913269043,61.7874603271484,40.0342292785645,25.0387744903564,123.473991394043,25.0387744903564,123.473991394043,58.3397693634033,98.4352169036865
"5745",124732,"USA","CR205099","Alti2_300","Slp5_15","Soil3_Heavy",87932,"LU04373","USACR205099Slp5_15",-77.5417075722,40.9582810381,41.0164070129395,61.2581405639648,39.4044990539551,32.8156814575195,129.167297363281,32.8156814575195,129.167297363281,60.732405090332,96.3516159057617
"5746",124745,"USA","CR206099","Alti2_300","Slp5_15","Soil3_Heavy",87933,"LU04373","USACR206099Slp5_15",-77.4583745721,40.9582810381,44.3076019287109,61.5058517456055,41.9029541015625,35.7996711730957,127.148208618164,35.7996711730957,127.148208618164,62.1328575134277,91.3485374450684
"5747",124824,"USA","CR214093","Alti2_300","Slp5_15","Soil3_Heavy",82013,"LU04195","USACR214093Slp5_15",-73.1250425681,43.5416135406,64.9234619140625,63.1162567138672,69.8498840332031,41.8800239562988,170.527709960938,41.8800239562988,170.527709960938,82.0594673156738,128.647686004639
"5748",124825,"USA","CR214094","Alti2_300","Slp5_15","Soil3_Heavy",82014,"LU04195","USACR214094Slp5_15",-73.1667095681,43.2082795402,67.2335510253906,63.6284790039062,55.9027061462402,87.0018692016602,178.687530517578,55.9027061462402,178.687530517578,90.4908271789551,122.784824371338
"5749",124826,"USA","CR214095","Alti2_300","Slp5_15","Soil3_Heavy",82015,"LU04195","USACR214095Slp5_15",-73.2917095683,42.7082800398,62.9665069580078,61.68603515625,50.8018684387207,50.851749420166,181.505157470703,50.8018684387207,181.505157470703,81.5622634887695,130.703289031982
"5750",124827,"USA","CR214096","Alti2_300","Slp5_15","Soil3_Heavy",82016,"LU04195","USACR214096Slp5_15",-73.4583760684,42.1249470392,61.3797454833984,60.3165855407715,50.877555847168,62.0792007446289,202.856948852539,50.877555847168,202.856948852539,87.5020072937012,151.979393005371
"5751",127969,"USA","CR121083","Alti2_300","Slp6_30","Soil1_Sandy",63086,"LU03632","USACR121083Slp6_30",-119.708357611,48.9582775456,35.4777183532715,77.6059646606445,155.982894897461,52.7158889770508,101.329635620117,35.4777183532715,155.982894897461,84.622420501709,120.505176544189
"5752",127978,"USA","CR113086","Alti2_300","Slp6_30","Soil2_Medium",68969,"LU03810","USACR113086Slp6_30",-123.708355615,47.4582785442,79.7384414672852,91.8844757080078,125.498229980469,59.9548110961914,139.230850219727,59.9548110961914,139.230850219727,99.2613616943359,79.2760391235352
"5753",128115,"USA","CR117089","Alti3_600","Slp1_0","Soil1_Sandy",74872,"LU03991","USACR117089Slp1_0",-121.625022863,45.9582790428,49.4673881530762,96.6400985717773,155.982894897461,31.3224029541016,142.161926269531,31.3224029541016,155.982894897461,95.1149421691894,124.660491943359
"5754",128119,"USA","CR118086","Alti3_600","Slp1_0","Soil1_Sandy",69039,"LU03811","USACR118086Slp1_0",-121.041690113,47.208278544,39.0334701538086,93.2248458862305,155.982894897461,53.1497802734375,109.515312194824,39.0334701538086,155.982894897461,90.1812606811523,116.949424743652
"5755",128120,"USA","CR118088","Alti3_600","Slp1_0","Soil1_Sandy",69040,"LU03811","USACR118088Slp1_0",-121.083356613,46.0832790429,42.045280456543,97.4931716918945,155.982894897461,24.7992744445801,120.058311462402,24.7992744445801,155.982894897461,88.0757865905762,131.183620452881
"5756",128121,"USA","CR118089","Alti3_600","Slp1_0","Soil1_Sandy",74873,"LU03991","USACR118089Slp1_0",-121.416690113,45.9582790428,53.1791496276855,92.3318710327148,155.982879638672,50.9081192016602,127.672569274902,50.9081192016602,155.982879638672,96.014917755127,105.074760437012
"5757",128124,"USA","CR119086","Alti3_600","Slp1_0","Soil1_Sandy",69041,"LU03811","USACR119086Slp1_0",-120.758356172,47.1749449039,35.8531723022461,67.8133926391602,141.959594726562,52.0167617797852,86.7422409057617,35.8531723022461,141.959594726562,76.8770324707031,106.106422424316
"5758",128125,"USA","CR119088","Alti3_600","Slp1_0","Soil1_Sandy",69042,"LU03811","USACR119088Slp1_0",-120.895856863,46.187445293,38.9005813598633,89.3483352661133,142.840240478516,28.2679901123047,103.108795166016,28.2679901123047,142.840240478516,80.4931884765625,114.572250366211
"5759",128126,"USA","CR119089","Alti3_600","Slp1_0","Soil1_Sandy",74874,"LU03991","USACR119089Slp1_0",-120.958356613,45.9582790428,37.8278198242188,89.5266189575195,155.982879638672,35.1351203918457,113.287384033203,35.1351203918457,155.982879638672,86.3519645690918,120.847759246826
"5760",128129,"USA","CR120084","Alti3_600","Slp1_0","Soil1_Sandy",62975,"LU03631","USACR120084Slp1_0",-120.208357112,48.4582780451,38.2600555419922,78.6808624267578,155.982894897461,55.6632499694824,89.8072738647461,38.2600555419922,155.982894897461,83.6788673400879,117.722839355469
"5761",128130,"USA","CR120086","Alti3_600","Slp1_0","Soil1_Sandy",69043,"LU03811","USACR120086Slp1_0",-120.458357112,47.1249450439,36.0096397399902,61.2683334350586,132.337371826172,31.9891872406006,74.0110702514648,31.9891872406006,132.337371826172,67.1231204986572,100.348184585571
"5762",128133,"USA","CR123084","Alti3_600","Slp1_0","Soil1_Sandy",63087,"LU03632","USACR123084Slp1_0",-118.930579833,48.1805004338,33.7272453308105,69.5837554931641,164.573883056641,38.9295616149902,69.7067489624023,33.7272453308105,164.573883056641,75.3042388916016,130.84663772583
"5763",128136,"USA","CR124084","Alti3_600","Slp1_0","Soil1_Sandy",63088,"LU03632","USACR124084Slp1_0",-118.29169086,48.1666107949,32.3064231872559,86.3180618286133,164.57389831543,32.6812019348145,89.6267318725586,32.3064231872559,164.57389831543,81.1012634277344,132.267475128174
"5764",128139,"USA","CR125083","Alti3_600","Slp1_0","Soil1_Sandy",63197,"LU03633","USACR125083Slp1_0",-117.91669161,48.5416115452,34.1862754821777,77.83837890625,164.57389831543,37.1674842834473,84.4355239868164,34.1862754821777,164.57389831543,79.6403121948242,130.387622833252
"5765",128140,"USA","CR125084","Alti3_600","Slp1_0","Soil1_Sandy",63198,"LU03633","USACR125084Slp1_0",-117.720262855,48.0654210346,32.1419448852539,87.2939071655273,164.573883056641,35.042308807373,91.099250793457,32.1419448852539,164.573883056641,82.0302589416504,132.431938171387
"5766",128141,"USA","CR125085","Alti3_600","Slp1_0","Soil1_Sandy",69232,"LU03813","USACR125085Slp1_0",-117.75002536,47.9582780447,30.967945098877,88.0847778320312,146.887191772461,33.7577972412109,99.417350769043,30.967945098877,146.887191772461,79.8230125427246,115.919246673584
"5767",128142,"USA","CR126084","Alti3_600","Slp1_0","Soil1_Sandy",63199,"LU03633","USACR126084Slp1_0",-117.213913874,48.2027227471,39.3248176574707,88.8206329345703,146.317138671875,39.0878143310547,95.6255569458008,39.0878143310547,146.317138671875,81.8351921081543,107.22932434082
"5768",128143,"USA","CR126085","Alti3_600","Slp1_0","Soil1_Sandy",69233,"LU03813","USACR126085Slp1_0",-117.229191297,47.812444107,35.5193214416504,77.7443618774414,132.099334716797,53.4147834777832,85.3376159667969,35.5193214416504,132.099334716797,76.8230834960937,96.5800132751465
"5769",128144,"USA","CR127083","Alti3_600","Slp1_0","Soil1_Sandy",63200,"LU03633","USACR127083Slp1_0",-116.908358269,48.6082780653,27.9097366333008,96.7508850097656,146.153198242188,63.821704864502,110.159912109375,27.9097366333008,146.153198242188,88.9590873718262,118.243461608887
"5770",128145,"USA","CR127084","Alti3_600","Slp1_0","Soil1_Sandy",63201,"LU03633","USACR127084Slp1_0",-116.750025144,48.2320880296,40.8083992004395,90.6998443603516,146.153198242188,58.462589263916,100.83113861084,40.8083992004395,146.153198242188,87.3910339355469,105.344799041748
"5771",128146,"USA","CR127085","Alti3_600","Slp1_0","Soil1_Sandy",69234,"LU03813","USACR127085Slp1_0",-116.778871434,47.8172529321,39.2403373718262,80.3505249023438,144.522491455078,63.5442581176758,98.2349700927734,39.2403373718262,144.522491455078,85.1785163879395,105.282154083252
"5772",128147,"USA","CR127086","Alti3_600","Slp1_0","Soil1_Sandy",69235,"LU03813","USACR127086Slp1_0",-116.791692109,47.3332775441,38.2070503234863,82.8949279785156,138.750564575195,74.0936813354492,103.49227142334,38.2070503234863,138.750564575195,87.4876991271973,100.543514251709
"5773",128148,"Canada","CR128082","Alti3_600","Slp1_0","Soil1_Sandy",63202,"LU03633","CanadaCR128082Slp1_0",-116.458358608,49.0416110457,40.2405395507812,90.8530654907227,145.98046875,49.5230026245117,92.3103866577148,40.2405395507812,145.98046875,83.7814926147461,105.739929199219
"5774",128149,"USA","CR128083","Alti3_600","Slp1_0","Soil1_Sandy",63203,"LU03633","USACR128083Slp1_0",-116.325025168,48.6749450853,40.0537490844727,84.8637619018555,146.153198242188,69.4021759033203,92.8890991210938,40.0537490844727,146.153198242188,86.6723968505859,106.099449157715
"5775",128150,"USA","CR128084","Alti3_600","Slp1_0","Soil1_Sandy",63204,"LU03633","USACR128084Slp1_0",-116.416691608,48.2777226283,30.5323219299316,90.5664596557617,146.153198242188,62.9219436645508,104.95157623291,30.5323219299316,146.153198242188,87.0250999450684,115.620876312256
"5776",128153,"USA","CR129084","Alti3_600","Slp1_0","Soil1_Sandy",63272,"LU03634","USACR129084Slp1_0",-115.758359288,48.308278405,38.4158401489258,86.1616058349609,146.153198242188,47.3544311523438,96.4023132324219,38.4158401489258,146.153198242188,82.897477722168,107.737358093262
"5777",128154,"USA","CR129085","Alti3_600","Slp1_0","Soil1_Sandy",69332,"LU03814","USACR129085Slp1_0",-115.583359108,47.8332780445,43.2919883728027,88.3571243286133,146.153198242188,56.6722640991211,101.840812683105,43.2919883728027,146.153198242188,87.263077545166,102.861209869385
"5778",128155,"USA","CR129088","Alti3_600","Slp1_0","Soil1_Sandy",69333,"LU03814","USACR129088Slp1_0",-115.916692108,46.3749455432,65.6496353149414,90.811882019043,146.153198242188,69.3237686157227,112.478477478027,65.6496353149414,146.153198242188,96.8833923339844,80.5035629272461
"5779",128157,"USA","CR130085","Alti3_600","Slp1_0","Soil1_Sandy",69334,"LU03814","USACR130085Slp1_0",-115.416692357,47.6666117944,39.6798896789551,82.2286758422852,146.153213500977,55.6900367736816,95.3044052124023,39.6798896789551,146.153213500977,83.8112442016602,106.473323822021
"5780",128158,"USA","CR131085","Alti3_600","Slp1_0","Soil1_Sandy",69335,"LU03814","USACR131085Slp1_0",-114.916692607,47.6249445444,32.893367767334,83.9119644165039,136.158615112305,59.6495666503906,87.3582077026367,32.893367767334,136.158615112305,79.994344329834,103.265247344971
"5781",128159,"USA","CR132086","Alti3_600","Slp1_0","Soil1_Sandy",69336,"LU03814","USACR132086Slp1_0",-114.291692606,47.0416115438,36.2959327697754,77.7954254150391,128.547103881836,58.7877197265625,83.5194702148438,36.2959327697754,128.547103881836,76.9891304016113,92.2511711120605
"5782",128195,"USA","CR211093","Alti3_600","Slp1_0","Soil1_Sandy",81877,"LU04194","USACR211093Slp1_0",-74.8750420697,43.6249465406,69.6465911865234,70.1767807006836,75.6493988037109,46.5693244934082,200.099044799805,46.5693244934082,200.099044799805,92.4282279968262,153.529720306396
"5783",128197,"USA","CR212093","Alti3_600","Slp1_0","Soil1_Sandy",81878,"LU04194","USACR212093Slp1_0",-74.3750425693,43.8749465409,61.4576187133789,74.4693298339844,75.6493988037109,159.70671081543,194.836578369141,61.4576187133789,194.836578369141,113.223927307129,133.378959655762
"5784",128200,"USA","CR213092","Alti3_600","Slp1_0","Soil1_Sandy",76330,"LU04015","USACR213092Slp1_0",-73.9583755689,44.2082795412,63.5856857299805,69.5743865966797,75.6493988037109,173.348297119141,185.82453918457,63.5856857299805,185.82453918457,113.596461486816,122.23885345459
"5785",128235,"Canada","CR218090","Alti3_600","Slp1_0","Soil1_Sandy",76413,"LU04016","CanadaCR218090Slp1_0",-71.1250435662,45.2916125422,68.0875854492188,76.4584045410156,134.073593139648,247.342041015625,247.24821472168,68.0875854492188,247.342041015625,154.641967773438,179.254455566406
"5786",128248,"USA","CR219090","Alti3_600","Slp1_0","Soil1_Sandy",76414,"LU04016","USACR219090Slp1_0",-70.7083770659,45.124946042,52.7809562683105,70.1767807006836,80.7754440307617,123.941703796387,209.287506103516,52.7809562683105,209.287506103516,107.392478179932,156.506549835205
"5787",128249,"USA","CR219091","Alti3_600","Slp1_0","Soil1_Sandy",76415,"LU04016","USACR219091Slp1_0",-70.5417105657,44.9582795419,61.5426330566406,70.1767807006836,114.24299621582,117.268013000488,233.545120239258,61.5426330566406,233.545120239258,119.355108642578,172.002487182617
