"","SimUID","Field2","Field3","Field4","Field5","Field6","OID_1","Field1_1","concatenat","x","y","SG2020_mean","GCAM_mean","HWSD_mean","FAO_mean","SG2017_mean","minSC_mean","maxSC_mean","mean_mean","rangeSC_mean"
"3429",78602,"USA","CR132114","Alti2_300","Slp1_0","Soil2_Medium",107397,"LU05074","USACR132114Slp1_0",-114.245026265,33.2816175078,5.76934909820557,26.7458000183105,16.5209999084473,1.07113945484161,8.51890659332275,1.07113945484161,26.7458000183105,11.7252390146255,25.6746605634689
"3430",78603,"USA","CR132115","Alti2_300","Slp1_0","Soil2_Medium",107398,"LU05074","USACR132115Slp1_0",-114.083359606,32.9582840307,5.74781131744385,26.7451915740967,16.5209999084473,2.32028937339783,7.89592361450195,2.32028937339783,26.7451915740967,11.8460431575775,24.4249022006989
"3431",78604,"USA","CR132116","Alti2_300","Slp1_0","Soil2_Medium",107399,"LU05074","USACR132116Slp1_0",-114.125026106,32.3749506968,6.8598804473877,25.3001251220703,16.6177425384521,2.80887079238892,9.80773639678955,2.80887079238892,25.3001251220703,12.2788710594177,22.4912543296814
"3432",78632,"USA","CR133107","Alti2_300","Slp1_0","Soil2_Medium",97872,"LU04715","USACR133107Slp1_0",-113.958359606,36.8749495343,10.5133619308472,27.491304397583,16.5291328430176,6.10038471221924,15.5954008102417,6.10038471221924,27.491304397583,15.2459169387817,21.3909196853638
"3433",78633,"USA","CR133108","Alti2_300","Slp1_0","Soil2_Medium",97873,"LU04715","USACR133108Slp1_0",-113.958359606,36.2082832837,6.69524812698364,25.6417274475098,22.8791007995605,2.93461298942566,14.7035818099976,2.93461298942566,25.6417274475098,14.5708542346954,22.7071144580841
"3434",78634,"USA","CR133112","Alti2_300","Slp1_0","Soil2_Medium",103173,"LU04895","USACR133112Slp1_0",-113.774149009,34.1995115623,6.40734004974365,26.8410663604736,16.5209999084473,6.93543386459351,9.97263050079346,6.40734004974365,26.8410663604736,13.3354941368103,20.43372631073
"3435",78635,"USA","CR133113","Alti2_300","Slp1_0","Soil2_Medium",107436,"LU05075","USACR133113Slp1_0",-113.773835578,33.7291172011,6.97390604019165,26.9029178619385,16.5209999084473,5.86071634292603,9.50357437133789,5.86071634292603,26.9029178619385,13.1524229049683,21.0422015190125
"3436",78636,"USA","CR133114","Alti2_300","Slp1_0","Soil2_Medium",107437,"LU05075","USACR133114Slp1_0",-113.720264245,33.2638400072,6.02324676513672,26.7451915740967,16.5209999084473,2.48519372940063,8.46151447296143,2.48519372940063,26.7451915740967,12.0472292900085,24.259997844696
"3437",78637,"Mexico","CR133116","Alti2_300","Slp1_0","Soil2_Medium",107438,"LU05075","MexicoCR133116Slp1_0",-113.958359606,32.20828453,7.56675338745117,29.5713672637939,20.7571868896484,5.02731895446777,8.381911277771,5.02731895446777,29.5713672637939,14.2609075546265,24.5440483093262
"3438",78638,"USA","CR133116","Alti2_300","Slp1_0","Soil2_Medium",107439,"LU05075","USACR133116Slp1_0",-113.800026336,32.2999512101,7.30412721633911,26.0686149597168,16.6859073638916,5.53893947601318,8.82797145843506,5.53893947601318,26.0686149597168,12.8851120948792,20.5296754837036
"3439",78672,"USA","CR134112","Alti2_300","Slp1_0","Soil2_Medium",103174,"LU04895","USACR134112Slp1_0",-113.416693106,34.2499505319,6.9543137550354,26.7959823608398,16.5209999084473,8.11756992340088,11.3786182403564,6.9543137550354,26.7959823608398,13.953496837616,19.8416686058044
"3440",78673,"USA","CR134113","Alti2_300","Slp1_0","Soil2_Medium",107440,"LU05075","USACR134113Slp1_0",-113.28574083,33.6070934191,7.62609958648682,26.9184093475342,16.5209999084473,5.95961856842041,10.8238887786865,5.95961856842041,26.9184093475342,13.569803237915,20.9587907791138
"3441",78674,"USA","CR134114","Alti2_300","Slp1_0","Soil2_Medium",107441,"LU05075","USACR134114Slp1_0",-113.240968611,33.3387188363,6.91967535018921,27.3860740661621,16.5209999084473,4.93911361694336,11.0817241668701,4.93911361694336,27.3860740661621,13.3695174217224,22.4469604492188
"3442",78675,"USA","CR134115","Alti2_300","Slp1_0","Soil2_Medium",107442,"LU05075","USACR134115Slp1_0",-113.069471161,32.5693955859,7.09901714324951,26.7451915740967,16.5209999084473,10.7120676040649,8.67590141296387,7.09901714324951,26.7451915740967,13.9506355285645,19.6461744308472
"3443",78676,"USA","CR134116","Alti2_300","Slp1_0","Soil2_Medium",107443,"LU05075","USACR134116Slp1_0",-113.097249272,32.20828403,7.28014659881592,26.7703037261963,16.8111438751221,6.46353435516357,10.3835706710815,6.46353435516357,26.7703037261963,13.5417398452759,20.3067693710327
"3444",78677,"Mexico","CR134117","Alti2_300","Slp1_0","Soil2_Medium",110946,"LU05255","MexicoCR134117Slp1_0",-113.208360105,31.8610622519,6.52284860610962,28.085563659668,35.5479469299316,4.36084032058716,7.61162853240967,4.36084032058716,35.5479469299316,16.4257656097412,31.1871066093445
"3445",78705,"USA","CR135113","Alti2_300","Slp1_0","Soil2_Medium",107444,"LU05075","USACR135113Slp1_0",-112.743447804,33.6600384676,7.036940574646,26.8545322418213,16.5209980010986,6.5590934753418,10.8229627609253,6.5590934753418,26.8545322418213,13.5589054107666,20.2954387664795
"3446",78706,"USA","CR135114","Alti2_300","Slp1_0","Soil2_Medium",107445,"LU05075","USACR135114Slp1_0",-112.737527367,33.299951206,7.11712026596069,27.3308391571045,16.5209999084473,5.95531702041626,11.261082649231,5.95531702041626,27.3308391571045,13.6370718002319,21.3755221366882
"3447",78707,"USA","CR135115","Alti2_300","Slp1_0","Soil2_Medium",107446,"LU05075","USACR135115Slp1_0",-112.734676202,32.6995121385,6.74461317062378,26.7431106567383,16.5209999084473,7.87546014785767,9.28028297424316,6.74461317062378,26.7431106567383,13.432893371582,19.9984974861145
"3448",78708,"USA","CR135116","Alti2_300","Slp1_0","Soil2_Medium",107447,"LU05075","USACR135116Slp1_0",-112.861137994,32.2638401412,6.59823274612427,26.6254386901855,16.5209999084473,4.70432329177856,11.5140199661255,4.70432329177856,26.6254386901855,13.1926029205322,21.921115398407
"3449",78709,"Mexico","CR135117","Alti2_300","Slp1_0","Soil2_Medium",110947,"LU05255","MexicoCR135117Slp1_0",-112.753499176,31.6874514149,7.57176160812378,26.670446395874,21.2871341705322,4.69976568222046,16.3708534240723,4.69976568222046,26.670446395874,15.3199922561646,21.9706807136536
"3450",78710,"USA","CR135117","Alti2_300","Slp1_0","Soil2_Medium",110948,"LU05255","USACR135117Slp1_0",-112.744074636,31.9225704277,6.59005689620972,26.7280902862549,17.1208629608154,3.5406768321991,13.2994842529297,3.5406768321991,26.7280902862549,13.4558342456818,23.1874134540558
"3451",78741,"USA","CR136113","Alti2_300","Slp1_0","Soil2_Medium",107448,"LU05075","USACR136113Slp1_0",-112.251570299,33.6928518867,6.66091394424438,25.8021488189697,16.7683181762695,9.21868228912354,17.3836498260498,6.66091394424438,25.8021488189697,15.1667426109314,19.1412348747253
"3452",78742,"USA","CR136114","Alti2_300","Slp1_0","Soil2_Medium",107449,"LU05075","USACR136114Slp1_0",-112.250027119,33.2499510604,8.80691242218018,27.7651309967041,16.5209999084473,12.4612550735474,17.0559501647949,8.80691242218018,27.7651309967041,16.5220497131348,18.9582185745239
"3453",78743,"USA","CR136115","Alti2_300","Slp1_0","Soil2_Medium",107450,"LU05075","USACR136115Slp1_0",-112.197944003,32.8541178587,7.70386552810669,27.7392120361328,16.5209980010986,6.9704966545105,12.2280874252319,6.9704966545105,27.7392120361328,14.2325319290161,20.7687153816223
"3454",78744,"USA","CR136116","Alti2_300","Slp1_0","Soil2_Medium",107451,"LU05075","USACR136116Slp1_0",-112.22026586,32.2201887137,9.48482513427734,26.7561569213867,16.5209999084473,9.31237316131592,13.7937211990356,9.31237316131592,26.7561569213867,15.1736152648926,17.4437837600708
"3455",78745,"Mexico","CR136117","Alti2_300","Slp1_0","Soil2_Medium",110952,"LU05255","MexicoCR136117Slp1_0",-112.375027105,31.6666180295,9.32916259765625,26.5805206298828,20.9695510864258,9.19727611541748,12.409255027771,9.19727611541748,26.5805206298828,15.6971530914307,17.3832445144653
"3456",78746,"USA","CR136117","Alti2_300","Slp1_0","Soil2_Medium",110953,"LU05255","USACR136117Slp1_0",-112.277805105,31.874951113,10.0154075622559,27.2160472869873,16.6505966186523,9.08902168273926,16.3062686920166,9.08902168273926,27.2160472869873,15.8554683685303,18.127025604248
"3457",78780,"USA","CR137113","Alti2_300","Slp1_0","Soil2_Medium",107477,"LU05076","USACR137113Slp1_0",-111.784749701,33.6110616424,10.114086151123,26.2845783233643,16.8656787872314,8.30053043365479,19.3135318756104,8.30053043365479,26.2845783233643,16.1756811141968,17.9840478897095
"3458",78781,"USA","CR137114","Alti2_300","Slp1_0","Soil2_Medium",107478,"LU05076","USACR137114Slp1_0",-111.755979573,33.2439985616,8.29288101196289,26.8825416564941,16.5209999084473,10.2513637542725,19.0151252746582,8.29288101196289,26.8825416564941,16.192582321167,18.5896606445312
"3459",78782,"USA","CR137115","Alti2_300","Slp1_0","Soil2_Medium",107479,"LU05076","USACR137115Slp1_0",-111.750027104,32.7499510305,10.0554962158203,29.278600692749,16.5209999084473,11.8198108673096,17.2522563934326,10.0554962158203,29.278600692749,16.9854328155518,19.2231044769287
"3460",78783,"USA","CR137116","Alti2_300","Slp1_0","Soil2_Medium",107480,"LU05076","USACR137116Slp1_0",-111.847249345,32.3934694623,9.63267135620117,26.8798427581787,16.5209999084473,9.13067626953125,14.3586492538452,9.13067626953125,26.8798427581787,15.3045679092407,17.7491664886475
"3461",78811,"USA","CR138114","Alti2_300","Slp1_0","Soil2_Medium",107481,"LU05076","USACR138114Slp1_0",-111.397754505,33.1704051507,10.3203544616699,27.736795425415,16.5511608123779,8.8444881439209,17.174243927002,8.8444881439209,27.736795425415,16.1254085540771,18.8923072814941
"3462",78812,"USA","CR138115","Alti2_300","Slp1_0","Soil2_Medium",107482,"LU05076","USACR138115Slp1_0",-111.402804909,32.7499511972,11.4416046142578,28.5281047821045,16.5209999084473,12.55162525177,17.4619770050049,11.4416046142578,28.5281047821045,17.3008623123169,17.0865001678467
"3463",78813,"USA","CR138116","Alti2_300","Slp1_0","Soil2_Medium",107483,"LU05076","USACR138116Slp1_0",-111.333360604,32.4582845302,13.1551189422607,29.2682323455811,16.5209999084473,11.0918064117432,18.9364738464355,11.0918064117432,29.2682323455811,17.7945262908936,18.1764259338379
"3464",79148,"USA","CR151084","Alti2_300","Slp1_0","Soil2_Medium",63488,"LU03639","USACR151084Slp1_0",-104.608363317,48.324944605,41.3119964599609,60.1476440429688,48.5919990539551,38.3363456726074,77.1125030517578,38.3363456726074,77.1125030517578,53.10009765625,38.7761573791504
"3465",79171,"USA","CR152084","Alti2_300","Slp1_0","Soil2_Medium",63490,"LU03639","USACR152084Slp1_0",-104.236142153,48.1805014893,35.4192886352539,60.4886093139648,48.5919990539551,32.3219947814941,78.5936584472656,32.3219947814941,78.5936584472656,51.0831100463867,46.2716636657715
"3466",79172,"USA","CR152085","Alti2_300","Slp1_0","Soil2_Medium",69634,"LU03819","USACR152085Slp1_0",-104.104196847,47.7707790445,40.245475769043,51.6711273193359,43.7408485412598,34.6805839538574,75.6651916503906,34.6805839538574,75.6651916503906,49.2006454467773,40.9846076965332
"3467",79192,"USA","CR153084","Alti2_300","Slp1_0","Soil2_Medium",63513,"LU03640","USACR153084Slp1_0",-103.684554464,48.1368494326,34.0405578613281,53.5407600402832,39.7828598022461,47.6328277587891,78.0590591430664,34.0405578613281,78.0590591430664,50.6112129211426,44.0185012817383
"3468",79193,"USA","CR153085","Alti2_300","Slp1_0","Soil2_Medium",69666,"LU03820","USACR153085Slp1_0",-103.958363597,47.9166115446,38.2627182006836,55.2392044067383,48.5919990539551,38.0181999206543,84.2452011108398,38.0181999206543,84.2452011108398,52.8714645385742,46.2270011901855
"3469",79194,"USA","CR154122","Alti2_300","Slp1_0","Soil2_Medium",114776,"LU05440","USACR154122Slp1_0",-103.041697596,29.1249525271,17.1813011169434,26.5490760803223,21.7073383331299,7.30074977874756,19.0454883575439,7.30074977874756,26.5490760803223,18.3567907333374,19.2483263015747
"3470",79211,"USA","CR154083","Alti2_300","Slp1_0","Soil2_Medium",63515,"LU03640","USACR154083Slp1_0",-103.220268841,48.9344680558,46.8349189758301,58.1598320007324,49.6019439697266,70.4908142089844,80.2695770263672,46.8349189758301,80.2695770263672,61.0714172363281,33.4346580505371
"3471",79212,"USA","CR154084","Alti2_300","Slp1_0","Soil2_Medium",63516,"LU03640","USACR154084Slp1_0",-103.187530784,48.1041113573,30.8475818634033,50.3183441162109,35.4243240356445,44.9718475341797,79.6789245605469,30.8475818634033,79.6789245605469,48.2482044219971,48.8313426971436
"3472",79229,"USA","CR155083","Alti2_300","Slp1_0","Soil2_Medium",63518,"LU03640","USACR155083Slp1_0",-102.731091567,48.9203989423,61.9732093811035,59.6824340820312,49.7831001281738,73.931755065918,87.4753112792969,49.7831001281738,87.4753112792969,66.5691619873047,37.692211151123
"3473",79230,"USA","CR155084","Alti2_300","Slp1_0","Soil2_Medium",63519,"LU03640","USACR155084Slp1_0",-102.791697596,48.1082778248,29.500072479248,44.9596099853516,33.5213012695312,52.2354736328125,82.2001647949219,29.500072479248,82.2001647949219,48.483324432373,52.7000923156738
"3474",79231,"Mexico","CR156121","Alti2_300","Slp1_0","Soil2_Medium",114777,"LU05440","MexicoCR156121Slp1_0",-102.125031095,29.7499520277,22.5748386383057,40.8691864013672,19.555103302002,45.6140823364258,40.2150535583496,19.555103302002,45.6140823364258,33.76565284729,26.0589790344238
"3475",79232,"USA","CR156121","Alti2_300","Slp1_0","Soil2_Medium",114778,"LU05440","USACR156121Slp1_0",-102.083364595,29.8749520278,22.0704174041748,26.6177101135254,20.4919013977051,30.9156646728516,37.7997169494629,20.4919013977051,37.7997169494629,27.5790821075439,17.3078155517578
"3476",79251,"USA","CR156083","Alti2_300","Slp1_0","Soil2_Medium",63522,"LU03640","USACR156083Slp1_0",-102.224237549,48.8471664185,65.6797943115234,51.0222434997559,48.9463157653809,83.616455078125,87.2676391601562,48.9463157653809,87.2676391601562,67.3064895629883,38.3213233947754
"3477",79252,"USA","CR156085","Alti2_300","Slp1_0","Soil2_Medium",69667,"LU03820","USACR156085Slp1_0",-102.291697952,47.7499453302,29.0683860778809,51.9961776733398,40.2820892333984,55.2853775024414,86.0079727172852,29.0683860778809,86.0079727172852,52.5280006408691,56.9395866394043
"3478",79253,"USA","CR157120","Alti2_300","Slp1_0","Soil2_Medium",111238,"LU05261","USACR157120Slp1_0",-101.677113892,30.0832855905,30.0456714630127,25.5735149383545,20.4918994903564,28.109245300293,56.6028022766113,20.4918994903564,56.6028022766113,32.1646266937256,36.1109027862549
"3479",79255,"USA","CR157121","Alti2_300","Slp1_0","Soil2_Medium",114881,"LU05441","USACR157121Slp1_0",-101.753236255,29.9070031255,25.2395057678223,25.9267978668213,20.469367980957,28.8203239440918,48.0867958068848,20.469367980957,48.0867958068848,29.7085582733154,27.6174278259277
"3480",79278,"USA","CR157083","Alti2_300","Slp1_0","Soil2_Medium",63541,"LU03641","USACR157083Slp1_0",-101.750031095,48.7499445454,62.025806427002,46.4050369262695,71.1291732788086,90.5285339355469,89.4038238525391,46.4050369262695,90.5285339355469,71.8984748840332,44.1234970092773
"3481",79279,"USA","CR157084","Alti2_300","Slp1_0","Soil2_Medium",63542,"LU03641","USACR157084Slp1_0",-101.634290718,48.3934635698,64.9322357177734,49.2050018310547,63.5366630554199,85.6536865234375,89.9297943115234,49.2050018310547,89.9297943115234,70.6514762878418,40.7247924804688
"3482",79280,"USA","CR157085","Alti2_300","Slp1_0","Soil2_Medium",69704,"LU03821","USACR157085Slp1_0",-101.720268727,47.5535165341,27.7247066497803,59.0741882324219,48.5919990539551,74.3452987670898,87.6009368896484,27.7247066497803,87.6009368896484,59.4674259185791,59.8762302398682
"3483",79281,"USA","CR157086","Alti2_300","Slp1_0","Soil2_Medium",69705,"LU03821","USACR157086Slp1_0",-101.736141835,47.3379082416,47.9647521972656,59.1748390197754,45.8894081115723,61.2576446533203,77.9260864257812,45.8894081115723,77.9260864257812,58.442546081543,32.036678314209
"3484",79282,"USA","CR157091","Alti2_300","Slp1_0","Soil2_Medium",75756,"LU04001","USACR157091Slp1_0",-101.541698095,44.6249460416,43.2899398803711,48.4210166931152,45.6204986572266,27.936164855957,57.2373046875,27.936164855957,57.2373046875,44.500984954834,29.301139831543
"3485",79283,"USA","CR158120","Alti2_300","Slp1_0","Soil2_Medium",111239,"LU05261","USACR158120Slp1_0",-101.319476483,30.1249520281,34.5727310180664,25.73752784729,23.6506443023682,34.9675750732422,67.7553482055664,23.6506443023682,67.7553482055664,37.3367652893066,44.1047039031982
"3486",79284,"Mexico","CR158121","Alti2_300","Slp1_0","Soil2_Medium",114884,"LU05441","MexicoCR158121Slp1_0",-101.402809011,29.5971741942,12.744478225708,43.5276756286621,32.9633903503418,33.0471305847168,53.9291725158691,12.744478225708,53.9291725158691,35.2423694610596,41.1846942901611
"3487",79285,"USA","CR158121","Alti2_300","Slp1_0","Soil2_Medium",114885,"LU05441","USACR158121Slp1_0",-101.243621309,29.762772618,30.4192714691162,28.4516334533691,27.0524520874023,25.3565101623535,60.6515159606934,25.3565101623535,60.6515159606934,34.3862766265869,35.2950057983398
"3488",79286,"Mexico","CR158122","Alti2_300","Slp1_0","Soil2_Medium",114886,"LU05441","MexicoCR158122Slp1_0",-101.250031521,29.2499520861,15.3928070068359,46.4147300720215,48.413387298584,27.6581401824951,55.2111206054688,15.3928070068359,55.2111206054688,38.6180370330811,39.8183135986328
"3489",79310,"USA","CR158083","Alti2_300","Slp1_0","Soil2_Medium",63545,"LU03641","USACR158083Slp1_0",-101.250031594,48.7499445454,60.6665115356445,49.7536163330078,62.2384185791016,85.9835815429688,91.3278350830078,49.7536163330078,91.3278350830078,69.9939926147461,41.57421875
"3490",79311,"USA","CR158084","Alti2_300","Slp1_0","Soil2_Medium",63546,"LU03641","USACR158084Slp1_0",-101.231802554,48.2733825049,62.7841148376465,48.9681739807129,63.2614517211914,86.8466567993164,90.5471725463867,48.9681739807129,90.5471725463867,70.4815139770508,41.5789985656738
"3491",79312,"USA","CR158085","Alti2_300","Slp1_0","Soil2_Medium",69706,"LU03821","USACR158085Slp1_0",-101.208365032,47.6457785756,49.4181709289551,56.1465530395508,47.6233749389648,74.5933990478516,89.8827209472656,47.6233749389648,89.8827209472656,63.5328437805176,42.2593460083008
"3492",79313,"USA","CR158086","Alti2_300","Slp1_0","Soil2_Medium",69707,"LU03821","USACR158086Slp1_0",-101.243452741,47.3091558543,56.4422264099121,52.0212326049805,42.992301940918,67.3813629150391,85.0437393188477,42.992301940918,85.0437393188477,60.7761726379395,42.0514373779297
"3493",79314,"USA","CR158087","Alti2_300","Slp1_0","Soil2_Medium",69708,"LU03821","USACR158087Slp1_0",-101.083365094,46.7638343213,50.7728385925293,47.8346748352051,36.6063270568848,52.7020454406738,76.8994750976562,36.6063270568848,76.8994750976562,52.9630722045898,40.2931480407715
"3494",79315,"USA","CR158088","Alti2_300","Slp1_0","Soil2_Medium",69709,"LU03821","USACR158088Slp1_0",-101.13544836,46.3228616525,43.3175849914551,49.9486656188965,37.4048881530762,47.2724685668945,65.1382751464844,37.4048881530762,65.1382751464844,48.6163764953613,27.7333869934082
"3495",79316,"USA","CR158089","Alti2_300","Slp1_0","Soil2_Medium",75757,"LU04001","USACR158089Slp1_0",-101.083364844,45.7499455426,41.2012939453125,44.4243774414062,35.0410003662109,42.158390045166,65.8416900634766,35.0410003662109,65.8416900634766,45.7333503723145,30.8006896972656
"3496",79317,"USA","CR158090","Alti2_300","Slp1_0","Soil2_Medium",75758,"LU04001","USACR158090Slp1_0",-101.041698594,45.2082795421,42.2260360717773,56.046314239502,45.4725341796875,33.8190574645996,59.3557968139648,33.8190574645996,59.3557968139648,47.3839477539062,25.5367393493652
"3497",79318,"USA","CR158091","Alti2_300","Slp1_0","Soil2_Medium",75759,"LU04001","USACR158091Slp1_0",-101.218781735,44.7186961198,43.252368927002,48.4156875610352,47.891674041748,32.2584228515625,61.5361785888672,32.2584228515625,61.5361785888672,46.670866394043,29.2777557373047
"3498",79319,"USA","CR159111","Alti2_300","Slp1_0","Soil2_Medium",103452,"LU04901","USACR159111Slp1_0",-100.608365214,34.5749500922,27.403413772583,54.1089096069336,42.9734954833984,22.0654029846191,40.0524787902832,22.0654029846191,54.1089096069336,37.3207401275635,32.0435066223145
"3499",79320,"USA","CR159112","Alti2_300","Slp1_0","Soil2_Medium",103453,"LU04901","USACR159112Slp1_0",-100.541698594,34.2082842819,32.4940223693848,59.7838363647461,42.9734992980957,19.6169052124023,45.6427040100098,19.6169052124023,59.7838363647461,40.1021934509277,40.1669311523438
"3500",79321,"USA","CR159114","Alti2_300","Slp1_0","Soil2_Medium",107766,"LU05081","USACR159114Slp1_0",-100.569476483,33.2082840309,30.1415786743164,55.5715293884277,40.9950485229492,17.2727279663086,46.6681861877441,17.2727279663086,55.5715293884277,38.1298141479492,38.2988014221191
"3501",79322,"USA","CR159117","Alti2_300","Slp1_0","Soil2_Medium",111240,"LU05261","USACR159117Slp1_0",-100.541698594,31.7082837795,36.0376243591309,45.4720802307129,55.6627235412598,30.6845836639404,49.4476585388184,30.6845836639404,55.6627235412598,43.4609340667725,24.9781398773193
"3502",79323,"USA","CR159118","Alti2_300","Slp1_0","Soil2_Medium",111241,"LU05261","USACR159118Slp1_0",-100.541698594,31.3749515292,32.6375350952148,48.0681571960449,50.0758018493652,34.7881393432617,52.175708770752,32.6375350952148,52.175708770752,43.5490684509277,19.5381736755371
"3503",79324,"USA","CR159120","Alti2_300","Slp1_0","Soil2_Medium",111242,"LU05261","USACR159120Slp1_0",-100.958365094,30.1805075281,37.2971420288086,27.4252262115479,55.8320503234863,42.0168876647949,70.2070465087891,27.4252262115479,70.2070465087891,46.5556705474853,42.7818202972412
"3504",79325,"USA","CR159121","Alti2_300","Slp1_0","Soil2_Medium",114889,"LU05441","USACR159121Slp1_0",-100.781281891,29.6353685432,34.9600448608398,31.3559379577637,57.5578346252441,31.8565654754639,65.8146896362305,31.3559379577637,65.8146896362305,44.3090145111084,34.4587516784668
"3505",79326,"Mexico","CR159122","Alti2_300","Slp1_0","Soil2_Medium",114890,"LU05441","MexicoCR159122Slp1_0",-100.958365094,29.2082860272,29.0576591491699,48.4122009277344,43.4548568725586,42.1685638427734,52.5008773803711,29.0576591491699,52.5008773803711,43.1188316345215,23.4432182312012
"3506",79327,"USA","CR159122","Alti2_300","Slp1_0","Soil2_Medium",114891,"LU05441","USACR159122Slp1_0",-100.713573594,29.3801605274,31.1617736816406,36.2029914855957,49.7016563415527,35.7315216064453,53.9457664489746,31.1617736816406,53.9457664489746,41.3487419128418,22.783992767334
"3507",79347,"USA","CR159083","Alti2_300","Slp1_0","Soil2_Medium",63549,"LU03641","USACR159083Slp1_0",-100.750032094,48.7499445454,60.5021286010742,49.5437202453613,71.0876083374023,85.3469696044922,94.44091796875,49.5437202453613,94.44091796875,72.184268951416,44.8971977233887
"3508",79348,"USA","CR159084","Alti2_300","Slp1_0","Soil2_Medium",63550,"LU03641","USACR159084Slp1_0",-100.750032094,48.2499450449,55.5765151977539,55.2295837402344,57.4604072570801,61.2415008544922,93.8535232543945,55.2295837402344,93.8535232543945,64.672306060791,38.6239395141602
"3509",79349,"USA","CR159085","Alti2_300","Slp1_0","Soil2_Medium",69710,"LU03821","USACR159085Slp1_0",-100.751843839,47.7662493781,63.341480255127,57.6791114807129,55.3352394104004,71.3880462646484,92.0649871826172,55.3352394104004,92.0649871826172,67.9617729187012,36.7297477722168
"3510",79350,"USA","CR159086","Alti2_300","Slp1_0","Soil2_Medium",69711,"LU03821","USACR159086Slp1_0",-100.791698781,47.3124449503,63.2918128967285,57.1774673461914,45.8442802429199,69.1069107055664,85.1891784667969,45.8442802429199,85.1891784667969,64.1219299316406,39.344898223877
"3511",79351,"USA","CR159087","Alti2_300","Slp1_0","Soil2_Medium",69712,"LU03821","USACR159087Slp1_0",-100.741698674,46.7610562591,48.6508369445801,49.8044281005859,38.8077507019043,58.076301574707,81.4692916870117,38.8077507019043,81.4692916870117,55.3617218017578,42.6615409851074
"3512",79352,"USA","CR159088","Alti2_300","Slp1_0","Soil2_Medium",69713,"LU03821","USACR159088Slp1_0",-100.71431788,46.2737550431,39.9916877746582,46.1642456054688,35.5948715209961,49.2709617614746,68.9168014526367,35.5948715209961,68.9168014526367,47.9877136230469,33.3219299316406
"3513",79353,"USA","CR159089","Alti2_300","Slp1_0","Soil2_Medium",75760,"LU04001","USACR159089Slp1_0",-100.677115203,45.6978627457,42.9115867614746,47.7358169555664,38.6019744873047,40.5261459350586,67.1559524536133,38.6019744873047,67.1559524536133,47.3862953186035,28.5539779663086
"3514",79354,"USA","CR159090","Alti2_300","Slp1_0","Soil2_Medium",75761,"LU04001","USACR159090Slp1_0",-100.690508334,45.2916126493,44.6023101806641,48.984260559082,51.7493705749512,36.8723793029785,65.178337097168,36.8723793029785,65.178337097168,49.4773315429687,28.3059577941895
"3515",79355,"USA","CR159091","Alti2_300","Slp1_0","Soil2_Medium",75762,"LU04001","USACR159091Slp1_0",-100.714775717,44.7691768331,31.7527160644531,48.4952278137207,51.975399017334,34.979907989502,67.8522644042969,31.7527160644531,67.8522644042969,47.0111030578613,36.0995483398438
"3516",79356,"USA","CR159092","Alti2_300","Slp1_0","Soil2_Medium",75763,"LU04001","USACR159092Slp1_0",-100.738668941,44.3370674256,40.4165229797363,47.6406936645508,52.0116996765137,39.558708190918,65.7602691650391,39.558708190918,65.7602691650391,49.0775787353516,26.2015609741211
"3517",79357,"USA","CR159093","Alti2_300","Slp1_0","Soil2_Medium",81366,"LU04181","USACR159093Slp1_0",-100.625032094,43.7082795407,49.6694717407227,49.0225296020508,52.0116958618164,38.0679016113281,64.8609085083008,38.0679016113281,64.8609085083008,50.7265014648438,26.7930068969727
"3518",79361,"USA","CR160111","Alti2_300","Slp1_0","Soil2_Medium",103454,"LU04901","USACR160111Slp1_0",-100.239067143,34.6381077566,30.652660369873,56.7296295166016,42.944149017334,27.2624263763428,44.0038871765137,27.2624263763428,56.7296295166016,40.318550491333,29.4672031402588
"3519",79362,"USA","CR160112","Alti2_300","Slp1_0","Soil2_Medium",103455,"LU04901","USACR160112Slp1_0",-100.250032093,34.2499500319,31.3506183624268,55.8831443786621,42.973503112793,25.536075592041,45.7959251403809,25.536075592041,55.8831443786621,40.3078533172607,30.3470687866211
"3520",79363,"USA","CR160113","Alti2_300","Slp1_0","Soil2_Medium",107767,"LU05081","USACR160113Slp1_0",-100.216429669,33.7459182437,34.4741859436035,56.9962196350098,42.9734992980957,24.7517757415771,48.6603507995605,24.7517757415771,56.9962196350098,41.5712062835693,32.2444438934326
"3521",79364,"USA","CR160114","Alti2_300","Slp1_0","Soil2_Medium",107768,"LU05081","USACR160114Slp1_0",-100.250032093,33.249951031,34.5770492553711,53.1418609619141,40.2458343505859,22.6439323425293,49.9715690612793,22.6439323425293,53.1418609619141,40.1160491943359,30.4979286193848
"3522",79365,"USA","CR160115","Alti2_300","Slp1_0","Soil2_Medium",107769,"LU05081","USACR160115Slp1_0",-100.192339692,32.7852074817,34.7097930908203,52.0749320983887,40.8735771179199,27.9587059020996,47.1445922851562,27.9587059020996,52.0749320983887,40.552320098877,24.1162261962891
"3523",79366,"USA","CR160116","Alti2_300","Slp1_0","Soil2_Medium",107770,"LU05081","USACR160116Slp1_0",-100.083365593,32.4582845302,35.0190849304199,40.9504318237305,33.0658988952637,34.5944290161133,49.2562408447266,33.0658988952637,49.2562408447266,38.5772171020508,16.1903419494629
